Time;PlayerPosition;PlayerRotation;PlayerHeadRotation;EnemyPosition;EnemyRotation;Info
2.38;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.5056, 0.8209, 2.3447);(0.0000, -0.1811, 0.0000, 0.9835);test
2.4;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.5161, 0.8209, 2.3614);(0.0000, -0.1858, 0.0000, 0.9826);test
2.42;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.5354, 0.8209, 2.3836);(0.0000, -0.1964, 0.0000, 0.9805);test
2.44;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.5505, 0.8209, 2.3980);(0.0000, -0.2042, 0.0000, 0.9789);test
2.46;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.5650, 0.8209, 2.4118);(0.0000, -0.2115, 0.0000, 0.9774);test
2.48;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.5809, 0.8209, 2.4268);(0.0000, -0.2191, 0.0000, 0.9757);test
2.5;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.6030, 0.8209, 2.4478);(0.0000, -0.2291, 0.0000, 0.9734);test
2.52;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.6183, 0.8209, 2.4624);(0.0000, -0.2358, 0.0000, 0.9718);test
2.54;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.6332, 0.8209, 2.4766);(0.0000, -0.2420, 0.0000, 0.9703);test
2.56;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.6473, 0.8209, 2.4900);(0.0000, -0.2476, 0.0000, 0.9689);test
2.58;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.6685, 0.8209, 2.5100);(0.0000, -0.2556, 0.0000, 0.9668);test
2.6;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.6842, 0.8209, 2.5250);(0.0000, -0.2614, 0.0000, 0.9652);test
2.62;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.6993, 0.8209, 2.5393);(0.0000, -0.2666, 0.0000, 0.9638);test
2.64;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.7139, 0.8209, 2.5533);(0.0000, -0.2715, 0.0000, 0.9624);test
2.66;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.7359, 0.8209, 2.5741);(0.0000, -0.2785, 0.0000, 0.9604);test
2.68;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.7505, 0.8209, 2.5880);(0.0000, -0.2829, 0.0000, 0.9592);test
2.7;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.7648, 0.8209, 2.6016);(0.0000, -0.2870, 0.0000, 0.9579);test
2.72;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.7869, 0.8209, 2.6225);(0.0000, -0.2932, 0.0000, 0.9561);test
2.74;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.8020, 0.8209, 2.6369);(0.0000, -0.2971, 0.0000, 0.9548);test
2.76;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.8175, 0.8209, 2.6516);(0.0000, -0.3011, 0.0000, 0.9536);test
2.78;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.8327, 0.8209, 2.6661);(0.0000, -0.3048, 0.0000, 0.9524);test
2.8;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.8481, 0.8209, 2.6798);(0.0000, -0.3099, 0.0000, 0.9508);test
2.82;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.8643, 0.8209, 2.6911);(0.0000, -0.3169, 0.0000, 0.9485);test
2.84;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.8909, 0.8209, 2.7036);(0.0000, -0.3316, 0.0000, 0.9434);test
2.86;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.9091, 0.8209, 2.7086);(0.0000, -0.3434, 0.0000, 0.9392);test
2.88;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.9286, 0.8209, 2.7113);(0.0000, -0.3575, 0.0000, 0.9339);test
2.9;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.9480, 0.8209, 2.7116);(0.0000, -0.3723, 0.0000, 0.9281);test
2.92;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.9775, 0.8209, 2.7104);(0.0000, -0.3935, 0.0000, 0.9193);test
2.94;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.9976, 0.8209, 2.7097);(0.0000, -0.4071, 0.0000, 0.9134);test
2.96;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.0180, 0.8209, 2.7089);(0.0000, -0.4204, 0.0000, 0.9073);test
2.98;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.0396, 0.8209, 2.7082);(0.0000, -0.4338, 0.0000, 0.9010);test
3;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.0713, 0.8209, 2.7070);(0.0000, -0.4523, 0.0000, 0.8918);test
3.02;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.0928, 0.8209, 2.7062);(0.0000, -0.4642, 0.0000, 0.8857);test
3.04;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.1131, 0.8209, 2.7053);(0.0000, -0.4751, 0.0000, 0.8800);test
3.06;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.1338, 0.8209, 2.7043);(0.0000, -0.4856, 0.0000, 0.8742);test
3.08;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.1543, 0.8209, 2.7035);(0.0000, -0.4954, 0.0000, 0.8686);test
3.1;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.1840, 0.8209, 2.7024);(0.0000, -0.5090, 0.0000, 0.8608);test
3.12;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.2043, 0.8209, 2.7016);(0.0000, -0.5178, 0.0000, 0.8555);test
3.14;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.2250, 0.8209, 2.7008);(0.0000, -0.5263, 0.0000, 0.8503);test
3.16;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.2453, 0.8209, 2.7000);(0.0000, -0.5344, 0.0000, 0.8452);test
3.18;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.2754, 0.8209, 2.6986);(0.0000, -0.5458, 0.0000, 0.8379);test
3.2;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.2953, 0.8209, 2.6978);(0.0000, -0.5528, 0.0000, 0.8333);test
3.22;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.3157, 0.8209, 2.6969);(0.0000, -0.5598, 0.0000, 0.8286);test
3.24;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.3362, 0.8209, 2.6960);(0.0000, -0.5665, 0.0000, 0.8241);test
3.26;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.3672, 0.8209, 2.6947);(0.0000, -0.5761, 0.0000, 0.8174);test
3.28;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.3875, 0.8209, 2.6938);(0.0000, -0.5822, 0.0000, 0.8131);test
3.3;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.4076, 0.8209, 2.6927);(0.0000, -0.5878, 0.0000, 0.8090);test
3.32;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.4276, 0.8209, 2.6918);(0.0000, -0.5932, 0.0000, 0.8050);test
3.34;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.4576, 0.8209, 2.6903);(0.0000, -0.6012, 0.0000, 0.7991);test
3.36;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.4775, 0.8209, 2.6890);(0.0000, -0.6062, 0.0000, 0.7953);test
3.38;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.4982, 0.8209, 2.6877);(0.0000, -0.6112, 0.0000, 0.7914);test
3.4;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.5291, 0.8209, 2.6858);(0.0000, -0.6184, 0.0000, 0.7859);test
3.42;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.5498, 0.8209, 2.6845);(0.0000, -0.6229, 0.0000, 0.7823);test
3.44;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.5702, 0.8209, 2.6832);(0.0000, -0.6272, 0.0000, 0.7789);test
3.46;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.5904, 0.8209, 2.6819);(0.0000, -0.6312, 0.0000, 0.7756);test
3.48;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.6124, 0.8209, 2.6806);(0.0000, -0.6354, 0.0000, 0.7722);test
3.5;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.6349, 0.8209, 2.6791);(0.0000, -0.6396, 0.0000, 0.7687);test
3.52;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.6650, 0.8209, 2.6772);(0.0000, -0.6448, 0.0000, 0.7644);test
3.54;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.6865, 0.8209, 2.6759);(0.0000, -0.6483, 0.0000, 0.7614);test
3.56;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.7072, 0.8209, 2.6746);(0.0000, -0.6515, 0.0000, 0.7586);test
3.58;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.7277, 0.8209, 2.6733);(0.0000, -0.6546, 0.0000, 0.7560);test
3.6;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.7584, 0.8209, 2.6714);(0.0000, -0.6590, 0.0000, 0.7521);test
3.62;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.7783, 0.8209, 2.6701);(0.0000, -0.6617, 0.0000, 0.7498);test
3.64;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.7987, 0.8209, 2.6688);(0.0000, -0.6644, 0.0000, 0.7474);test
3.66;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.8191, 0.8209, 2.6676);(0.0000, -0.6669, 0.0000, 0.7451);test
3.68;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.8493, 0.8209, 2.6651);(0.0000, -0.6717, 0.0000, 0.7408);test
3.7;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.8681, 0.8209, 2.6610);(0.0000, -0.6767, 0.0000, 0.7362);test
3.72;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.8860, 0.8209, 2.6546);(0.0000, -0.6833, 0.0000, 0.7301);test
3.74;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.9099, 0.8209, 2.6414);(0.0000, -0.6953, 0.0000, 0.7187);test
3.76;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.9253, 0.8209, 2.6294);(0.0000, -0.7055, 0.0000, 0.7088);test
3.78;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.9397, 0.8209, 2.6147);(0.0000, -0.7172, 0.0000, 0.6969);test
3.8;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.9532, 0.8209, 2.5986);(0.0000, -0.7286, 0.0000, 0.6850);test
3.82;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.9664, 0.8209, 2.5827);(0.0000, -0.7393, 0.0000, 0.6734);test
3.84;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.9861, 0.8209, 2.5587);(0.0000, -0.7542, 0.0000, 0.6567);test
3.86;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.9989, 0.8209, 2.5432);(0.0000, -0.7633, 0.0000, 0.6460);test
3.88;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.0116, 0.8209, 2.5273);(0.0000, -0.7722, 0.0000, 0.6354);test
3.9;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.0240, 0.8209, 2.5118);(0.0000, -0.7803, 0.0000, 0.6254);test
3.92;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.0427, 0.8209, 2.4887);(0.0000, -0.7916, 0.0000, 0.6110);test
3.94;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.0556, 0.8209, 2.4725);(0.0000, -0.7991, 0.0000, 0.6012);test
3.96;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.0682, 0.8209, 2.4567);(0.0000, -0.8060, 0.0000, 0.5920);test

3.98;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.0746, 0.8209, 2.4488);(0.0000, -0.8093, 0.0000, 0.5874);test
4;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1008, 0.8209, 2.4159);(0.0000, -0.8223, 0.0000, 0.5690);test
4.02;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1142, 0.8209, 2.3991);(0.0000, -0.8284, 0.0000, 0.5602);test
4.04;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1270, 0.8209, 2.3831);(0.0000, -0.8338, 0.0000, 0.5521);test
4.06;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1421, 0.8209, 2.3641);(0.0000, -0.8399, 0.0000, 0.5428);test
4.08;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1557, 0.8209, 2.3471);(0.0000, -0.8450, 0.0000, 0.5347);test
4.1;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1683, 0.8209, 2.3313);(0.0000, -0.8498, 0.0000, 0.5270);test
4.12;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1837, 0.8209, 2.3062);(0.0000, -0.8587, 0.0000, 0.5125);test
4.14;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1912, 0.8209, 2.2881);(0.0000, -0.8658, 0.0000, 0.5004);test
4.16;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1960, 0.8209, 2.2698);(0.0000, -0.8734, 0.0000, 0.4870);test
4.18;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1986, 0.8209, 2.2503);(0.0000, -0.8819, 0.0000, 0.4715);test
4.2;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1989, 0.8209, 2.2195);(0.0000, -0.8947, 0.0000, 0.4466);test
4.22;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1987, 0.8209, 2.1991);(0.0000, -0.9024, 0.0000, 0.4308);test
4.24;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1986, 0.8209, 2.1782);(0.0000, -0.9098, 0.0000, 0.4151);test
4.26;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1984, 0.8209, 2.1574);(0.0000, -0.9166, 0.0000, 0.3999);test
4.28;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1983, 0.8209, 2.1367);(0.0000, -0.9228, 0.0000, 0.3852);test
4.3;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1981, 0.8209, 2.1062);(0.0000, -0.9312, 0.0000, 0.3646);test
4.32;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1979, 0.8209, 2.0851);(0.0000, -0.9364, 0.0000, 0.3508);test
4.34;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1978, 0.8209, 2.0642);(0.0000, -0.9413, 0.0000, 0.3377);test
4.36;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1976, 0.8209, 2.0431);(0.0000, -0.9458, 0.0000, 0.3249);test
4.38;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1974, 0.8209, 2.0123);(0.0000, -0.9517, 0.0000, 0.3070);test
4.4;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1973, 0.8209, 1.9907);(0.0000, -0.9555, 0.0000, 0.2949);test
4.42;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1971, 0.8209, 1.9692);(0.0000, -0.9590, 0.0000, 0.2834);test
4.44;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1969, 0.8209, 1.9450);(0.0000, -0.9626, 0.0000, 0.2709);test
4.46;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1968, 0.8209, 1.9237);(0.0000, -0.9655, 0.0000, 0.2603);test
4.48;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1966, 0.8209, 1.9033);(0.0000, -0.9681, 0.0000, 0.2506);test
4.5;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1965, 0.8209, 1.8821);(0.0000, -0.9706, 0.0000, 0.2408);test
4.52;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1963, 0.8209, 1.8605);(0.0000, -0.9729, 0.0000, 0.2312);test
4.54;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1962, 0.8209, 1.8384);(0.0000, -0.9751, 0.0000, 0.2218);test
4.56;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1960, 0.8209, 1.8142);(0.0000, -0.9773, 0.0000, 0.2119);test
4.58;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1958, 0.8209, 1.7833);(0.0000, -0.9798, 0.0000, 0.1998);test
4.6;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1956, 0.8209, 1.7626);(0.0000, -0.9814, 0.0000, 0.1921);test
4.62;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1955, 0.8209, 1.7423);(0.0000, -0.9828, 0.0000, 0.1848);test
4.64;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1953, 0.8209, 1.7204);(0.0000, -0.9842, 0.0000, 0.1773);test
4.66;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1951, 0.8209, 1.6907);(0.0000, -0.9859, 0.0000, 0.1675);test
4.68;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1950, 0.8209, 1.6708);(0.0000, -0.9869, 0.0000, 0.1613);test
4.7;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1948, 0.8209, 1.6505);(0.0000, -0.9879, 0.0000, 0.1551);test
4.72;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1947, 0.8209, 1.6305);(0.0000, -0.9888, 0.0000, 0.1493);test
4.74;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1945, 0.8209, 1.6003);(0.0000, -0.9900, 0.0000, 0.1409);test
4.76;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1944, 0.8209, 1.5806);(0.0000, -0.9908, 0.0000, 0.1357);test
