Time;PlayerPosition;PlayerRotation;PlayerHeadRotation;EnemyPosition;EnemyRotation;Info
2.38;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.5075, 0.8209, 2.3494);(0.0000, -0.1810, 0.0000, 0.9835);test
2.4;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.5177, 0.8209, 2.3660);(0.0000, -0.1855, 0.0000, 0.9826);test
2.42;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.5299, 0.8209, 2.3812);(0.0000, -0.1920, 0.0000, 0.9814);test
2.44;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.5449, 0.8209, 2.3959);(0.0000, -0.2002, 0.0000, 0.9797);test
2.46;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.5668, 0.8209, 2.4166);(0.0000, -0.2114, 0.0000, 0.9774);test
2.48;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.5819, 0.8209, 2.4307);(0.0000, -0.2187, 0.0000, 0.9758);test
2.5;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.5968, 0.8209, 2.4447);(0.0000, -0.2257, 0.0000, 0.9742);test
2.52;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.6120, 0.8209, 2.4590);(0.0000, -0.2325, 0.0000, 0.9726);test
2.54;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.6340, 0.8209, 2.4796);(0.0000, -0.2418, 0.0000, 0.9703);test
2.56;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.6488, 0.8209, 2.4935);(0.0000, -0.2478, 0.0000, 0.9688);test
2.58;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.6638, 0.8209, 2.5076);(0.0000, -0.2536, 0.0000, 0.9673);test
2.6;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.6855, 0.8209, 2.5279);(0.0000, -0.2617, 0.0000, 0.9652);test
2.62;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.6998, 0.8209, 2.5413);(0.0000, -0.2667, 0.0000, 0.9638);test
2.64;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.7138, 0.8209, 2.5545);(0.0000, -0.2714, 0.0000, 0.9625);test
2.66;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.7355, 0.8209, 2.5748);(0.0000, -0.2785, 0.0000, 0.9604);test
2.68;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.7505, 0.8209, 2.5890);(0.0000, -0.2831, 0.0000, 0.9591);test
2.7;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.7658, 0.8209, 2.6033);(0.0000, -0.2876, 0.0000, 0.9577);test
2.72;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.7807, 0.8209, 2.6172);(0.0000, -0.2918, 0.0000, 0.9565);test
2.74;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.8023, 0.8209, 2.6375);(0.0000, -0.2977, 0.0000, 0.9547);test
2.76;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.8173, 0.8209, 2.6516);(0.0000, -0.3015, 0.0000, 0.9535);test
2.78;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.8320, 0.8209, 2.6654);(0.0000, -0.3052, 0.0000, 0.9523);test
2.8;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.8469, 0.8209, 2.6786);(0.0000, -0.3102, 0.0000, 0.9507);test
2.82;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.8711, 0.8209, 2.6942);(0.0000, -0.3212, 0.0000, 0.9470);test
2.84;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.8884, 0.8209, 2.7018);(0.0000, -0.3310, 0.0000, 0.9436);test
2.86;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.9065, 0.8209, 2.7069);(0.0000, -0.3427, 0.0000, 0.9395);test
2.88;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.9352, 0.8209, 2.7103);(0.0000, -0.3636, 0.0000, 0.9316);test
2.9;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.9552, 0.8209, 2.7099);(0.0000, -0.3785, 0.0000, 0.9256);test
2.92;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.9756, 0.8209, 2.7092);(0.0000, -0.3930, 0.0000, 0.9196);test
2.94;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-1.9955, 0.8209, 2.7086);(0.0000, -0.4065, 0.0000, 0.9137);test
2.96;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.0160, 0.8209, 2.7079);(0.0000, -0.4198, 0.0000, 0.9076);test
2.98;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.0485, 0.8209, 2.7067);(0.0000, -0.4397, 0.0000, 0.8981);test
3;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.0688, 0.8209, 2.7060);(0.0000, -0.4515, 0.0000, 0.8923);test
3.02;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.0915, 0.8209, 2.7052);(0.0000, -0.4640, 0.0000, 0.8858);test
3.04;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.1150, 0.8209, 2.7042);(0.0000, -0.4767, 0.0000, 0.8791);test
3.06;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.1351, 0.8209, 2.7033);(0.0000, -0.4867, 0.0000, 0.8736);test
3.08;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.1553, 0.8209, 2.7025);(0.0000, -0.4964, 0.0000, 0.8681);test
3.1;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.1852, 0.8209, 2.7014);(0.0000, -0.5100, 0.0000, 0.8602);test
3.12;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.2066, 0.8209, 2.7003);(0.0000, -0.5193, 0.0000, 0.8546);test
3.14;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.2274, 0.8209, 2.6995);(0.0000, -0.5279, 0.0000, 0.8493);test
3.16;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.2474, 0.8209, 2.6986);(0.0000, -0.5357, 0.0000, 0.8444);test
3.18;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.2778, 0.8209, 2.6974);(0.0000, -0.5470, 0.0000, 0.8371);test
3.2;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.2982, 0.8209, 2.6964);(0.0000, -0.5543, 0.0000, 0.8323);test
3.22;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.3185, 0.8209, 2.6956);(0.0000, -0.5611, 0.0000, 0.8277);test
3.24;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.3384, 0.8209, 2.6948);(0.0000, -0.5675, 0.0000, 0.8234);test
3.26;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.3681, 0.8209, 2.6936);(0.0000, -0.5766, 0.0000, 0.8170);test
3.28;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.3885, 0.8209, 2.6927);(0.0000, -0.5825, 0.0000, 0.8128);test
3.3;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.4092, 0.8209, 2.6919);(0.0000, -0.5883, 0.0000, 0.8086);test
3.32;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.4292, 0.8209, 2.6910);(0.0000, -0.5938, 0.0000, 0.8046);test
3.34;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.4596, 0.8209, 2.6892);(0.0000, -0.6018, 0.0000, 0.7986);test
3.36;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.4798, 0.8209, 2.6879);(0.0000, -0.6069, 0.0000, 0.7948);test
3.38;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.4996, 0.8209, 2.6868);(0.0000, -0.6117, 0.0000, 0.7911);test
3.4;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.5297, 0.8209, 2.6849);(0.0000, -0.6185, 0.0000, 0.7858);test
3.42;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.5502, 0.8209, 2.6837);(0.0000, -0.6229, 0.0000, 0.7823);test
3.44;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.5706, 0.8209, 2.6825);(0.0000, -0.6272, 0.0000, 0.7789);test
3.46;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.5914, 0.8209, 2.6812);(0.0000, -0.6313, 0.0000, 0.7755);test
3.48;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.6220, 0.8209, 2.6794);(0.0000, -0.6370, 0.0000, 0.7708);test
3.5;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.6428, 0.8209, 2.6781);(0.0000, -0.6408, 0.0000, 0.7677);test
3.52;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.6641, 0.8209, 2.6769);(0.0000, -0.6444, 0.0000, 0.7647);test
3.54;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.6843, 0.8209, 2.6756);(0.0000, -0.6477, 0.0000, 0.7619);test
3.56;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.7043, 0.8209, 2.6744);(0.0000, -0.6508, 0.0000, 0.7592);test
3.58;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.7341, 0.8209, 2.6726);(0.0000, -0.6552, 0.0000, 0.7554);test
3.6;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.7546, 0.8209, 2.6714);(0.0000, -0.6581, 0.0000, 0.7529);test
3.62;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.7747, 0.8209, 2.6702);(0.0000, -0.6609, 0.0000, 0.7505);test
3.64;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.7966, 0.8209, 2.6689);(0.0000, -0.6637, 0.0000, 0.7480);test
3.66;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.8279, 0.8209, 2.6670);(0.0000, -0.6676, 0.0000, 0.7446);test
3.68;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.8487, 0.8209, 2.6651);(0.0000, -0.6713, 0.0000, 0.7412);test
3.7;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.8675, 0.8209, 2.6610);(0.0000, -0.6763, 0.0000, 0.7366);test
3.72;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.8856, 0.8209, 2.6545);(0.0000, -0.6830, 0.0000, 0.7304);test
3.74;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.9099, 0.8209, 2.6410);(0.0000, -0.6953, 0.0000, 0.7187);test
3.76;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.9250, 0.8209, 2.6291);(0.0000, -0.7054, 0.0000, 0.7088);test
3.78;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.9387, 0.8209, 2.6151);(0.0000, -0.7165, 0.0000, 0.6976);test
3.8;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.9574, 0.8209, 2.5927);(0.0000, -0.7322, 0.0000, 0.6811);test
3.82;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.9704, 0.8209, 2.5771);(0.0000, -0.7425, 0.0000, 0.6698);test
3.84;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.9829, 0.8209, 2.5621);(0.0000, -0.7518, 0.0000, 0.6594);test
3.86;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-2.9960, 0.8209, 2.5463);(0.0000, -0.7611, 0.0000, 0.6486);test
3.88;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.0146, 0.8209, 2.5236);(0.0000, -0.7738, 0.0000, 0.6335);test
3.9;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.0266, 0.8209, 2.5088);(0.0000, -0.7815, 0.0000, 0.6240);test
3.92;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.0394, 0.8209, 2.4927);(0.0000, -0.7894, 0.0000, 0.6139);test
3.94;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.0585, 0.8209, 2.4689);(0.0000, -0.8004, 0.0000, 0.5995);test
3.96;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.0647, 0.8209, 2.4611);(0.0000, -0.8038, 0.0000, 0.5949);test

3.98;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.0818, 0.8209, 2.4396);(0.0000, -0.8129, 0.0000, 0.5824);test
4;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.0986, 0.8209, 2.4186);(0.0000, -0.8210, 0.0000, 0.5709);test
4.02;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1112, 0.8209, 2.4028);(0.0000, -0.8268, 0.0000, 0.5625);test
4.04;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1271, 0.8209, 2.3830);(0.0000, -0.8336, 0.0000, 0.5523);test
4.06;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1396, 0.8209, 2.3673);(0.0000, -0.8387, 0.0000, 0.5446);test
4.08;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1587, 0.8209, 2.3434);(0.0000, -0.8459, 0.0000, 0.5333);test
4.1;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1715, 0.8209, 2.3272);(0.0000, -0.8508, 0.0000, 0.5256);test
4.12;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1827, 0.8209, 2.3103);(0.0000, -0.8566, 0.0000, 0.5160);test
4.14;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1916, 0.8209, 2.2919);(0.0000, -0.8635, 0.0000, 0.5044);test
4.16;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1976, 0.8209, 2.2735);(0.0000, -0.8709, 0.0000, 0.4915);test
4.18;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.2021, 0.8209, 2.2449);(0.0000, -0.8831, 0.0000, 0.4691);test
4.2;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.2024, 0.8209, 2.2248);(0.0000, -0.8916, 0.0000, 0.4528);test
4.22;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.2022, 0.8209, 2.2039);(0.0000, -0.8998, 0.0000, 0.4364);test
4.24;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.2020, 0.8209, 2.1839);(0.0000, -0.9070, 0.0000, 0.4211);test
4.26;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.2018, 0.8209, 2.1535);(0.0000, -0.9170, 0.0000, 0.3988);test
4.28;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.2016, 0.8209, 2.1335);(0.0000, -0.9230, 0.0000, 0.3847);test
4.3;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.2015, 0.8209, 2.1135);(0.0000, -0.9286, 0.0000, 0.3710);test
4.32;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.2012, 0.8209, 2.0826);(0.0000, -0.9365, 0.0000, 0.3507);test
4.34;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.2011, 0.8209, 2.0623);(0.0000, -0.9412, 0.0000, 0.3380);test
4.36;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.2009, 0.8209, 2.0424);(0.0000, -0.9454, 0.0000, 0.3258);test
4.38;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.2007, 0.8209, 2.0126);(0.0000, -0.9513, 0.0000, 0.3084);test
4.4;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.2005, 0.8209, 1.9922);(0.0000, -0.9549, 0.0000, 0.2970);test
4.42;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.2004, 0.8209, 1.9715);(0.0000, -0.9583, 0.0000, 0.2858);test
4.44;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.2002, 0.8209, 1.9512);(0.0000, -0.9614, 0.0000, 0.2752);test
4.46;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.2000, 0.8209, 1.9208);(0.0000, -0.9656, 0.0000, 0.2600);test
4.48;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1998, 0.8209, 1.9004);(0.0000, -0.9682, 0.0000, 0.2503);test
4.5;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1997, 0.8209, 1.8800);(0.0000, -0.9706, 0.0000, 0.2408);test
4.52;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1995, 0.8209, 1.8599);(0.0000, -0.9727, 0.0000, 0.2319);test
4.54;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1993, 0.8209, 1.8300);(0.0000, -0.9757, 0.0000, 0.2192);test
4.56;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1991, 0.8209, 1.8090);(0.0000, -0.9776, 0.0000, 0.2107);test
4.58;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1989, 0.8209, 1.7891);(0.0000, -0.9792, 0.0000, 0.2029);test
4.6;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1987, 0.8209, 1.7598);(0.0000, -0.9814, 0.0000, 0.1919);test
4.62;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1986, 0.8209, 1.7395);(0.0000, -0.9828, 0.0000, 0.1846);test
4.64;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1984, 0.8209, 1.7194);(0.0000, -0.9841, 0.0000, 0.1777);test
4.66;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1982, 0.8209, 1.7001);(0.0000, -0.9852, 0.0000, 0.1712);test
4.68;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1980, 0.8209, 1.6707);(0.0000, -0.9868, 0.0000, 0.1619);test
4.7;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1979, 0.8209, 1.6508);(0.0000, -0.9878, 0.0000, 0.1558);test
4.72;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1977, 0.8209, 1.6309);(0.0000, -0.9887, 0.0000, 0.1500);test
4.74;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1975, 0.8209, 1.6010);(0.0000, -0.9899, 0.0000, 0.1416);test
4.76;(-0.0700, 1.2600, -4.7700);(0.0000, 0.0000, 0.0000, 1.0000);(0.0000, 0.0000, 0.0000, 1.0000);(-3.1973, 0.8209, 1.5814);(0.0000, -0.9907, 0.0000, 0.1363);test
